img_a,img_b,method,dcor,dcov,mic_e,tic_e,pearson,mic,tic,corr
img_10_noise_mid,img_10_noise_mid,fast,1.0,1458.6325446865505,,,,1.0000000000000002,41.335013440177384,1.0
img_10_noise_mid,img_10_noise_high,full,0.13243070425096903,0.0355472037936424,,,,0.012894948130840054,94.09106088809736,0.14752868564495897
img_10_noise_mid,img_10_noise_high,fast,0.9908400536478891,1479.7643724957825,,,,0.9288283025950798,36.41414977205794,0.9916732119735705
img_10_noise_high,img_10_noise_high,full,1.00000000000003,0.332607651837898,,,,1.0000000000000038,13344.90495974687,0.9999999999999998
img_10_noise_high,img_10_noise_high,fast,1.0,1529.0867538774337,,,,1.0000000000000002,41.36585019861449,1.0
img_11_bw,img_11_bw,full,1.0165507160689575,0.11067911325609141,,,,0.9999999997014181,13347.48937267064,0.9999999999999998
img_11_bw,img_11_bw,fast,1.0,1132.8041394636577,,,,1.0000000000000002,41.32005798778885,1.0
img_11_bw,img_11_noise_low,full,0.834889528034715,0.09768775579503644,,,,0.501175576764825,4554.937665704952,0.8736144228020576
img_11_bw,img_11_noise_low,fast,0.5707559442475135,704.7543876589317,,,,0.4918335262055208,15.654571982245661,0.5776919497181843
img_11_bw,img_11_noise_mid,full,0.46497537619727564,0.07210313940326578,,,,0.14691795739247754,1131.1462377175937,0.5123167757235074
img_11_bw,img_11_noise_mid,fast,0.3354789690739853,437.62023398645977,,,,0.4526501731417983,14.500858698217087,0.24474346047466594
img_11_bw,img_11_noise_high,full,0.30405471227913267,0.05816173914891304,,,,0.061259628606782135,463.12812247142153,0.3373937351170938
img_11_bw,img_11_noise_high,fast,0.3317520393101136,428.76401955658923,,,,0.46094256135110745,15.078517138475133,0.2292626795884478
img_11_noise_low,img_11_noise_low,full,1.0000000000000957,0.12574352105331224,,,,1.0000000000000038,13344.90495974687,0.9999999999999998
img_11_noise_low,img_11_noise_low,fast,1.0,1345.9219099714248,,,,1.0000000000000002,41.32223627944465,0.9999999999999999
img_11_noise_low,img_11_noise_mid,full,0.40330212105930485,0.06720927715739927,,,,0.12254268895013631,895.405389153529,0.44814106067927495
img_11_noise_low,img_11_noise_mid,fast,0.8731898792165621,1241.575989802485,,,,0.9304025418033771,34.826341744045905,0.8575918819483688
img_11_noise_low,img_11_noise_high,full,0.2620989454582408,0.05387973087212089,,,,0.05162414188104499,369.1167461938055,0.2940104114812651
img_11_noise_low,img_11_noise_high,fast,0.861109727654793,1213.0976058930482,,,,0.9224394957822024,35.3691884748581,0.8388418957975092
img_11_noise_mid,img_11_noise_mid,full,0.9999999999999308,0.2208573310904951,,,,1.0000000000000038,13344.90495974687,1.0
img_11_noise_mid,img_11_noise_mid,fast,1.0,1502.1363689201087,,,,1.0000000000000002,41.36173880985892,1.0
img_11_noise_mid,img_11_noise_high,full,0.1506148318734636,0.04103372908054351,,,,0.016685736485782268,125.26234583134197,0.1700564893657265
img_11_noise_mid,img_11_noise_high,fast,0.9980348199305583,1485.3462113646426,,,,0.9998238825988727,39.817316987520954,0.9978295533298815
img_11_noise_high,img_11_noise_high,full,1.000000000000173,0.33607381123565827,,,,1.0000000000000038,13344.90495974687,1.0
img_11_noise_high,img_11_noise_high,fast,1.0,1474.5334791724051,,,,1.0000000000000002,41.342847220972786,1.0
img_12_bw,img_12_bw,full,1.0002548272704175,0.12770879500310223,,,,0.9999999984884314,13345.587251882622,1.0
img_12_bw,img_12_bw,fast,1.0,934.1255881600109,,,,1.0000000000000002,41.31728798324859,0.9999999999999999
img_12_bw,img_12_noise_low,full,0.8678504880686402,0.1168215334706649,,,,0.5153275710759285,4996.799904728894,0.9003698397855026
img_12_bw,img_12_noise_low,fast,0.843090682696633,910.9477429196018,,,,0.6083463845031669,21.637448434816683,0.840033856664601
img_12_bw,img_12_noise_mid,full,0.5204919542676577,0.08913861302000246,,,,0.1754457918506454,1409.641280775466,0.5667639760134211
img_12_bw,img_12_noise_mid,fast,0.6235210125263542,730.8694386008993,,,,0.44505277082601813,15.724095763153208,0.6126050003959568
img_12_bw,img_12_noise_high,full,0.34961376923606263,0.07307753420153278,,,,0.07825275050032784,606.7127083875005,0.38544467001701876
img_12_bw,img_12_noise_high,fast,0.3979979019590212,468.2072965446655,,,,0.35409076472639894,11.048151931530722,0.32771427037355716
img_12_noise_low,img_12_noise_low,full,0.9999999999999969,0.14192072800434405,,,,1.0000000000000038,13344.90495974687,0.9999999999999998
img_12_noise_low,img_12_noise_low,fast,1.0,1249.778588494484,,,,1.0000000000000002,41.321874496499355,1.0
img_12_noise_low,img_12_noise_mid,full,0.4649060337522949,0.08394307493759622,,,,0.1488509504292586,1147.7159703306895,0.5099450875845226
img_12_noise_low,img_12_noise_mid,fast,0.8211547545958965,1113.3395214186598,,,,0.9388575093412463,35.04815587806776,0.8067771916290105
img_12_noise_low,img_12_noise_high,full,0.31289121192999897,0.0689535390409103,,,,0.06788052249673396,504.5881078083223,0.3465936232303616
img_12_noise_low,img_12_noise_high,fast,0.5939959077050289,808.2668242847789,,,,0.7508868513363839,26.920246941887807,0.507254978610899
img_12_noise_mid,img_12_noise_mid,full,1.0000000000000258,0.22971722015453797,,,,1.0000000000000038,13344.90495974687,0.9999999999999998
img_12_noise_mid,img_12_noise_mid,fast,1.0,1470.8627459039305,,,,1.0000000000000002,41.342254902120374,0.9999999999999999
img_12_noise_mid,img_12_noise_high,full,0.1941550062450859,0.05443593038148176,,,,0.02776505217095932,209.71609631015363,0.2165741536527532
img_12_noise_mid,img_12_noise_high,fast,0.8903991724464071,1314.394043208714,,,,0.8134297958931729,30.631631492963372,0.8881096496189509
img_12_noise_high,img_12_noise_high,full,0.9999999999999213,0.34220043821893825,,,,1.0000000000000038,13344.90495974687,1.0
img_12_noise_high,img_12_noise_high,fast,1.0,1481.5268299221966,,,,1.0000000000000002,41.332493210526366,0.9999999999999999
img_13_bw,img_13_bw,full,1.0013020048686527,0.12856238506311757,,,,0.9999999819480409,13345.971901318178,0.9999999999999996
img_13_bw,img_13_bw,fast,1.0,875.295085453284,,,,1.0000000000000002,41.31934775047037,1.0
img_13_bw,img_13_noise_low,full,0.8615647890246994,0.11555461520031679,,,,0.5588498235464121,5038.06864968128,0.882532929573104
img_13_bw,img_13_noise_low,fast,0.6603659579800855,723.5422554591669,,,,0.6551398911427889,21.877545923580715,0.6330882991627805
img_13_bw,img_13_noise_mid,full,0.49387389111657193,0.08391240093753617,,,,0.15836666584625878,1237.6233203005154,0.530695902856806
img_13_bw,img_13_noise_mid,fast,0.5185384825102622,586.6518488251684,,,,0.5119678283496322,17.161832043531525,0.4660966964593
img_13_bw,img_13_noise_high,full,0.32275919368947437,0.06733003789984483,,,,0.06712097384908608,508.11406794301917,0.35238190264959746
img_13_bw,img_13_noise_high,fast,0.4287844037393427,490.1916686801737,,,,0.40106939395077884,13.600184782686359,0.34105623393513146
img_13_noise_low,img_13_noise_low,full,0.9999999999998168,0.1401037865737109,,,,1.0000000000000038,13344.90495974687,0.9999999999999996
img_13_noise_low,img_13_noise_low,fast,1.0,1371.5257137703798,,,,1.0000000000000002,41.345580061461575,1.0
img_13_noise_low,img_13_noise_mid,full,0.4372218071877246,0.0776001237680085,,,,0.1258563394995888,951.6110938551598,0.4676794036011932
img_13_noise_low,img_13_noise_mid,fast,0.8800430041291972,1246.3157355250835,,,,0.8292529655308425,31.580397173746775,0.8713669752457265
img_13_noise_low,img_13_noise_high,full,0.28709022358165676,0.06256034853917532,,,,0.054783692460523566,401.23244032343547,0.3114285190249643
img_13_noise_low,img_13_noise_high,fast,0.7331717470802318,1049.1978658280161,,,,0.6900500356897219,25.481884410176527,0.703794811754729
img_13_noise_mid,img_13_noise_mid,full,0.9999999999999813,0.22483883419684933,,,,1.0000000000000038,13344.90495974687,1.0
img_13_noise_mid,img_13_noise_mid,fast,1.0,1462.3267096990676,,,,1.0000000000000002,41.34184946260806,0.9999999999999999
img_13_noise_mid,img_13_noise_high,full,0.17040232312226258,0.04703996535744882,,,,0.01983073207898859,147.02895131365975,0.1873097207807129
img_13_noise_mid,img_13_noise_high,fast,0.9419732935393317,1391.90789013583,,,,0.8439618721350997,32.4001809439033,0.9442622727831512
img_13_noise_high,img_13_noise_high,full,0.9999999999999676,0.3389312701358056,,,,1.0000000000000038,13344.90495974687,0.9999999999999998
img_13_noise_high,img_13_noise_high,fast,1.0,1493.1361175670156,,,,1.0000000000000002,41.33486671644578,1.0
img_14_bw,img_14_bw,full,0.9999093124612579,0.2522785280452393,,,,0.9999999999470165,13346.36914918036,0.9999999999999997
img_14_bw,img_14_bw,fast,1.0,973.775915814976,,,,1.0000000000000002,41.32019728771511,1.0
img_14_bw,img_14_noise_low,full,0.9589254931634218,0.23958158410740002,,,,0.8280893792573574,6787.276346193545,0.9549868159649221
img_14_bw,img_14_noise_low,fast,0.25942197396153566,259.17141038123737,,,,0.3526744892556175,9.086525414513575,0.10703475630255818
img_14_bw,img_14_noise_mid,full,0.7271195556797703,0.19616447687753086,,,,0.4455546274947122,2972.431308390713,0.73262662720681
img_14_bw,img_14_noise_mid,fast,0.46287472820141,519.7561264605235,,,,0.30004102678861144,10.846836408160474,-0.41969514245760065
img_14_bw,img_14_noise_high,full,0.5242319565724549,0.1623348691111889,,,,0.21905567998614822,1395.1383824379425,0.5419928990673816
img_14_bw,img_14_noise_high,fast,0.4251806397547841,499.94820338775014,,,,0.28326763703726693,9.607540912522293,-0.3898735997084387
img_14_noise_low,img_14_noise_low,full,1.0000000000001286,0.24741011997733456,,,,1.0000000000000038,13344.90495974687,0.9999999999999998
img_14_noise_low,img_14_noise_low,fast,1.0,1024.9475366775987,,,,1.0000000000000002,41.32305657871886,1.0
img_14_noise_low,img_14_noise_mid,full,0.7015039351130025,0.18741033772471047,,,,0.4329826030380332,2776.174143056917,0.699975843819338
img_14_noise_low,img_14_noise_mid,fast,0.5130842327593357,591.079802373133,,,,0.850305329472423,30.143390027968554,0.4617710804596129
img_14_noise_low,img_14_noise_high,full,0.506733267264717,0.15538769799519392,,,,0.21415336009066582,1323.301070665971,0.5181101919361439
img_14_noise_low,img_14_noise_high,fast,0.45046377435456875,543.4163559646511,,,,0.7982076113754775,27.162390832987104,0.37118258125761644
img_14_noise_mid,img_14_noise_mid,full,0.9999999999999419,0.28847581139920825,,,,1.0000000000000038,13344.90495974687,0.9999999999999998
img_14_noise_mid,img_14_noise_mid,fast,1.0,1294.8315268786628,,,,1.0000000000000002,41.32350529322803,1.0
img_14_noise_mid,img_14_noise_high,full,0.3893277019237502,0.12891352803599815,,,,0.11487302562727184,787.1689329323256,0.3991960550070809
img_14_noise_mid,img_14_noise_high,fast,0.9856419071653905,1336.4349032017453,,,,0.9149227501195012,36.2753711862033,0.9857723927782893
img_14_noise_high,img_14_noise_high,full,0.9999999999999738,0.3800642076674005,,,,1.0000000000000038,13344.90495974687,1.0
img_14_noise_high,img_14_noise_high,fast,1.0,1419.8551234808986,,,,1.0000000000000002,41.332791767876266,1.0
img_15_bw,img_15_bw,full,1.0008742680838247,0.10523547922065052,,,,0.9999999925354743,13346.579170659825,1.0
img_15_bw,img_15_bw,fast,1.0,1136.2779872694866,,,,1.0000000000000002,41.325805266429704,1.0
img_15_bw,img_15_noise_low,full,0.8173436247871831,0.09259294943989128,,,,0.4607649362429622,4354.2887924239385,0.8608199468533619
img_15_bw,img_15_noise_low,fast,0.7968313763324036,1011.9378277259497,,,,0.740664237955751,24.740182504712212,0.7863609486183185
img_15_bw,img_15_noise_mid,full,0.43996335719424573,0.06655885483152554,,,,0.12002598729771054,993.4768020502518,0.4901535188128313
img_15_bw,img_15_noise_mid,fast,0.6452227926297789,850.117000506672,,,,0.5894148077893578,20.099270286454907,0.6506141883071815
img_15_bw,img_15_noise_high,full,0.2839027510287485,0.0532686654050521,,,,0.04995879249025666,400.95304697238,0.31890697792206124
img_15_bw,img_15_noise_high,fast,0.5124788382251163,655.2251910468821,,,,0.556352033993039,18.45804207203674,0.5115073655823114
img_15_noise_low,img_15_noise_low,full,1.0000000000000209,0.12205731673049505,,,,1.0000000000000038,13344.90495974687,1.0
img_15_noise_low,img_15_noise_low,fast,1.0,1419.3523293909916,,,,1.0000000000000002,41.3396130868425,1.0
img_15_noise_low,img_15_noise_mid,full,0.37717304640286203,0.0614781178288902,,,,0.08999920886280803,733.7709534331503,0.4228228578035471
img_15_noise_low,img_15_noise_mid,fast,0.7964553749122164,1172.8251190339383,,,,0.8079013850923875,29.69261051010202,0.7967080806201394
img_15_noise_low,img_15_noise_high,full,0.24286054840257804,0.0490964132913006,,,,0.037835579723907255,301.19295630998766,0.2743700993244863
img_15_noise_low,img_15_noise_high,fast,0.6598444003112206,942.8855835926415,,,,0.7016843413786278,25.565622109916553,0.6365755182886953
img_15_noise_mid,img_15_noise_mid,full,0.9999999999999882,0.21766871253264705,,,,1.0000000000000038,13344.90495974687,1.0
img_15_noise_mid,img_15_noise_mid,fast,1.0,1527.753924652275,,,,1.0000000000000002,41.37162382486741,1.0
img_15_noise_mid,img_15_noise_high,full,0.13858501727634948,0.03741322710437847,,,,0.013938341226260462,105.27587570783209,0.15647775520509646
img_15_noise_mid,img_15_noise_high,fast,0.9539281607474287,1414.2126785592905,,,,0.8914179285115577,33.94767042020097,0.9559230414361057
img_15_noise_high,img_15_noise_high,full,0.999999999999994,0.3348280019600438,,,,1.0000000000000038,13344.90495974687,1.0
img_15_noise_high,img_15_noise_high,fast,1.0,1438.6154012239729,,,,1.0000000000000002,41.33615171933865,1.0
img_16_bw,img_16_bw,full,0.9995479005634057,0.13295642414213532,,,,0.9999999993281916,13347.229682659907,1.0
img_16_bw,img_16_bw,fast,1.0,951.3200301303318,,,,1.0000000000000002,41.31823314178462,0.9999999999999999
img_16_bw,img_16_noise_low,full,0.8666900849267573,0.11942906823560019,,,,0.5704869998382374,5132.8575893782845,0.8856700668730275
img_16_bw,img_16_noise_low,fast,0.5655391024071603,644.5702273123469,,,,0.512688823908896,17.365805540064954,0.3301731295170276
img_16_bw,img_16_noise_mid,full,0.5021834679260468,0.08709019264746456,,,,0.16503284520460595,1278.250778365485,0.5361554701208842
img_16_bw,img_16_noise_mid,fast,0.40734267467061,479.2214157281167,,,,0.407327194455401,13.632104654012775,0.1563916562923274
img_16_bw,img_16_noise_high,full,0.32836041064078847,0.06973831859930453,,,,0.06913837533980688,523.8916067465613,0.3563483811142938
img_16_bw,img_16_noise_high,fast,0.36154189936094955,428.3199087777259,,,,0.38830227872712036,12.527430006764611,0.09498117942649915
img_16_noise_low,img_16_noise_low,full,0.9999999999999346,0.14275348413333092,,,,1.0000000000000038,13344.90495974687,0.9999999999999999
img_16_noise_low,img_16_noise_low,fast,1.0,1365.4901314402919,,,,1.0000000000000002,41.331046305114974,1.0
img_16_noise_low,img_16_noise_mid,full,0.4453369066306748,0.08000848165919763,,,,0.13018523698211218,987.9031602367581,0.47359369306247606
img_16_noise_low,img_16_noise_mid,fast,0.8582651575772031,1209.702983210631,,,,0.8222425495801609,31.142761153155476,0.8506868646042915
img_16_noise_low,img_16_noise_high,full,0.29273114328496125,0.06440656120874858,,,,0.05617820134515672,415.6014207359615,0.31550492020727733
img_16_noise_low,img_16_noise_high,fast,0.7727921132114862,1096.8652297401457,,,,0.7457818475686963,27.855124142004563,0.7531980989063158
img_16_noise_mid,img_16_noise_mid,full,1.0000000000000124,0.2261038537391807,,,,1.0000000000000038,13344.90495974687,1.0
img_16_noise_mid,img_16_noise_mid,fast,1.0,1454.8759784573122,,,,1.0000000000000002,41.32595079412833,1.0
img_16_noise_mid,img_16_noise_high,full,0.1727731456521646,0.04784075748379662,,,,0.02007244740399878,150.7478011424455,0.18936649735259337
img_16_noise_mid,img_16_noise_high,fast,0.9787491949675454,1433.9391100734326,,,,0.9177864892900104,35.55348315397402,0.9804083482173405
img_16_noise_high,img_16_noise_high,full,0.9999999999999846,0.3391061368616155,,,,1.0000000000000038,13344.90495974687,1.0
img_16_noise_high,img_16_noise_high,fast,1.0,1475.3416777858051,,,,1.0000000000000002,41.33025208921715,1.0
img_17_bw,img_17_bw,full,0.9993294141726515,0.08374893036792207,,,,0.9999999999999976,13345.60725981845,0.9999999999999999
img_17_bw,img_17_bw,fast,1.0,1239.7998819374843,,,,1.0000000000000002,41.309714875398925,1.0
img_17_bw,img_17_noise_low,full,0.7654294989969553,0.07228919061649679,,,,0.3678316210311887,3487.96983442877,0.8338579186377951
img_17_bw,img_17_noise_low,fast,0.5444945311121748,746.447919035772,,,,0.5836084826106392,19.710904584963117,0.45114957605257006
img_17_bw,img_17_noise_mid,full,0.3934041540456996,0.05232840943944902,,,,0.09579679158654894,801.6580169671784,0.450714259882443
img_17_bw,img_17_noise_mid,fast,0.29529928355403134,403.4642819218445,,,,0.5262589960482944,17.414960634149185,0.01880348812529539
img_17_bw,img_17_noise_high,full,0.25238193138677933,0.04200530506599298,,,,0.04081887522628304,327.47667024006927,0.2901839699589717
img_17_bw,img_17_noise_high,fast,0.3171926105904322,428.0321976442208,,,,0.537027861365979,15.665910882616616,-0.19856412245478577
img_17_noise_low,img_17_noise_low,full,1.000000000000115,0.10643040993784973,,,,1.0000000000000038,13344.90495974687,1.0
img_17_noise_low,img_17_noise_low,fast,1.0,1515.8645214075348,,,,1.0000000000000002,41.333194593405416,1.0
img_17_noise_low,img_17_noise_mid,full,0.3204378344349252,0.04803302619959594,,,,0.07127556677993685,581.1979601748733,0.3763837948566132
img_17_noise_low,img_17_noise_mid,fast,0.731177423064013,1104.6377275744176,,,,0.8258980853253978,31.50373192677329,0.6903232442386058
img_17_noise_low,img_17_noise_high,full,0.20458178622574363,0.03837164501375102,,,,0.030188913189639136,239.05733754406424,0.24079573967228166
img_17_noise_low,img_17_noise_high,fast,0.45627419360127885,680.8221594613127,,,,0.6635358408628114,23.86185035922637,0.32400070037801276
img_17_noise_mid,img_17_noise_mid,full,1.000000000000101,0.21111864373462844,,,,1.0000000000000038,13344.90495974687,1.0
img_17_noise_mid,img_17_noise_mid,fast,1.0,1505.6839097706707,,,,1.0000000000000002,41.33834376960223,1.0
img_17_noise_mid,img_17_noise_high,full,0.11295108985085026,0.029837628595834925,,,,0.011663586793713189,86.50803327781773,0.1311919814304996
img_17_noise_mid,img_17_noise_high,fast,0.8676958148173048,1290.363261966068,,,,0.7737223483253103,29.337515992812683,0.866010819856952
img_17_noise_high,img_17_noise_high,full,0.9999999999999547,0.3305378278997232,,,,1.0000000000000038,13344.90495974687,0.9999999999999999
img_17_noise_high,img_17_noise_high,fast,1.0,1468.7746374945361,,,,1.0000000000000002,41.34002758344206,1.0
img_18_bw,img_18_bw,full,1.0007463536702519,0.11599573430460358,,,,0.9999999547059651,13345.974845793702,1.0
img_18_bw,img_18_bw,fast,1.0,976.8714690808034,,,,1.0000000000000002,41.321828420151384,1.0
img_18_bw,img_18_noise_low,full,0.8431077704046612,0.10416212822788916,,,,0.4807124320336517,4684.795536550804,0.877734551309554
img_18_bw,img_18_noise_low,fast,0.8137137368195765,900.7047713664007,,,,0.5995558821728189,22.3383002430167,0.8203437315413293
img_18_bw,img_18_noise_mid,full,0.47803897380805327,0.0767639353468932,,,,0.14225174619725747,1167.9835548403466,0.5223788566565168
img_18_bw,img_18_noise_mid,fast,0.5921512514145809,713.1320825307168,,,,0.6271406556474906,21.087476628231624,0.6032670172082716
img_18_bw,img_18_noise_high,full,0.3125072849785928,0.06182432363159485,,,,0.05967532164085886,478.7560518219503,0.34510152295192753
img_18_bw,img_18_noise_high,fast,0.6734084280042814,814.3818601222015,,,,0.5457688706707293,19.698218786629948,0.6859233791316681
img_18_noise_low,img_18_noise_low,full,0.9999999999998163,0.13168475603985208,,,,1.0000000000000038,13344.90495974687,0.9999999999999998
img_18_noise_low,img_18_noise_low,fast,1.0,1254.2502775898192,,,,1.0000000000000002,41.32592462928257,1.0
img_18_noise_low,img_18_noise_mid,full,0.4170138211134192,0.07137615110172252,,,,0.1103515688903354,890.9378219397681,0.45750047489245027
img_18_noise_low,img_18_noise_mid,fast,0.8294189582224268,1131.839044775248,,,,0.8516749424556327,31.185694019599268,0.8217305170184342
img_18_noise_low,img_18_noise_high,full,0.27294968019638777,0.0575559953034705,,,,0.04703301451133349,373.1782089740557,0.3022678530976807
img_18_noise_low,img_18_noise_high,fast,0.8966067887784132,1228.6408676599851,,,,0.9700292494214552,36.55524673994136,0.8949092535863477
img_18_noise_mid,img_18_noise_mid,full,1.0000000000000406,0.2224691773936368,,,,1.0000000000000038,13344.90495974687,0.9999999999999998
img_18_noise_mid,img_18_noise_mid,fast,1.0,1484.6949166337397,,,,1.0000000000000002,41.3467431507579,1.0
img_18_noise_mid,img_18_noise_high,full,0.16107253363284485,0.04414653697325286,,,,0.018103863150256333,136.63275991677946,0.17906929303503646
img_18_noise_mid,img_18_noise_high,fast,0.9828530653563556,1465.3387636236837,,,,0.8909839978639333,34.49567869587375,0.9852987690380794
img_18_noise_high,img_18_noise_high,full,0.9999999999999659,0.3376606513254016,,,,1.0000000000000038,13344.90495974687,1.0
img_18_noise_high,img_18_noise_high,fast,1.0,1497.1374094208936,,,,1.0000000000000002,41.3527865905457,1.0
img_19_bw,img_19_bw,full,1.0004423955175452,0.28914031264231177,,,,0.9999999988056744,13286.625117078078,1.0
img_19_bw,img_19_bw,fast,1.0,1067.0218257906265,,,,1.0000000000000002,41.3221826008043,1.0
img_19_bw,img_19_noise_low,full,0.9680935503582632,0.2728676602695645,,,,0.9157775383907999,7108.646114566394,0.9599622498429561
img_19_bw,img_19_noise_low,fast,0.24164262609010842,250.57334763616655,,,,0.3057172294275397,8.517814020941621,-0.139823150467838
img_19_bw,img_19_noise_mid,full,0.7548499698472827,0.2232661658673931,,,,0.49772684393634664,3265.4463845664695,0.7519376377588631
img_19_bw,img_19_noise_mid,fast,0.22867677135861514,261.30288549179323,,,,0.2354041975131329,7.922856632452453,-0.14592055670516535
img_19_bw,img_19_noise_high,full,0.5522960168522674,0.18523145809473623,,,,0.24664778450739144,1558.9833080259286,0.565444251818779
img_19_bw,img_19_noise_high,fast,0.2532079617797226,313.1836358149625,,,,0.20300813582007352,6.2361596856705726,-0.1345612872559577
img_19_noise_low,img_19_noise_low,full,1.0000000000000293,0.2748861898402126,,,,1.0000000000000038,13344.90495974687,0.9999999999999999
img_19_noise_low,img_19_noise_low,fast,1.0,1007.7419872186755,,,,1.0000000000000002,41.31775966850801,1.0
img_19_noise_low,img_19_noise_mid,full,0.733051870626271,0.2114536373035538,,,,0.486196370667041,3099.3554891862227,0.7213992343202743
img_19_noise_low,img_19_noise_mid,fast,0.5459643530917848,606.2817100068422,,,,0.8262428422277317,29.575492622544825,0.28402143434396443
img_19_noise_low,img_19_noise_high,full,0.5366599309488032,0.17553357021039886,,,,0.24152011554989766,1492.914691183533,0.5421410303274767
img_19_noise_low,img_19_noise_high,fast,0.46578324299817886,559.8782415795341,,,,0.9024958401088126,33.08160934267785,0.12398546336704078
img_19_noise_mid,img_19_noise_mid,full,0.9999999999999902,0.3026969087211143,,,,1.0000000000000038,13344.90495974687,1.0
img_19_noise_mid,img_19_noise_mid,fast,1.0,1223.6888543396985,,,,1.0000000000000002,41.310873587757484,0.9999999999999999
img_19_noise_mid,img_19_noise_high,full,0.4221027637686115,0.14487943495271255,,,,0.13470292167855114,913.7679252813132,0.42580991984260463
img_19_noise_mid,img_19_noise_high,fast,0.9686264082108367,1283.0006023534058,,,,0.9237482004950768,36.30521720092641,0.963697318430983
img_19_noise_high,img_19_noise_high,full,0.9999999999999465,0.38919666460624414,,,,1.0000000000000038,13344.90495974687,0.9999999999999997
img_19_noise_high,img_19_noise_high,fast,1.0,1433.7390220000848,,,,1.0000000000000002,41.33251302320568,1.0
img_20_bw,img_20_bw,full,0.9997031046642754,0.1033413136023695,,,,0.9999999999813382,13346.501636867952,1.0
img_20_bw,img_20_bw,fast,1.0,1090.6203037344226,,,,1.0000000000000002,41.32098203700481,1.0
img_20_bw,img_20_noise_low,full,0.8142227948865238,0.09064395446000113,,,,0.515296059693618,4358.314625749538,0.8582471001956025
img_20_bw,img_20_noise_low,fast,0.7742469984066767,948.2360082453351,,,,0.6611655768223746,21.662399467289703,0.7623727300812042
img_20_bw,img_20_noise_mid,full,0.4313786407604078,0.06455002690719865,,,,0.1251496627506155,981.459213508778,0.4856498408381368
img_20_bw,img_20_noise_mid,fast,0.7046290210934676,906.7102010777621,,,,0.5781391335983301,19.836194524055045,0.6738140140082547
img_20_bw,img_20_noise_high,full,0.27615982632245784,0.05127441539214551,,,,0.050632231229226325,393.54586965897937,0.31433722420308197
img_20_bw,img_20_noise_high,fast,0.709560373403943,896.9069240644337,,,,0.44464579959586426,15.534077032055974,0.717521037068956
img_20_noise_low,img_20_noise_low,full,0.9999999999998735,0.11989145689223979,,,,1.0000000000000038,13344.90495974687,1.0
img_20_noise_low,img_20_noise_low,fast,1.0,1375.3088797708215,,,,1.0000000000000002,41.32491122065587,1.0
img_20_noise_low,img_20_noise_mid,full,0.3670962437470223,0.05915757745817557,,,,0.08922962736223795,722.6596483611221,0.4168533137400632
img_20_noise_low,img_20_noise_mid,fast,0.9850786820675016,1423.4500452474008,,,,0.9487167431908363,36.66622169153425,0.9812654942293004
img_20_noise_low,img_20_noise_high,full,0.23757325390073358,0.04750402545269668,,,,0.03746573429371785,299.4710607434784,0.2715300957140142
img_20_noise_low,img_20_noise_high,fast,0.9488847013015265,1346.8982915717424,,,,0.8714952601553955,34.22581957139333,0.962031758934802
img_20_noise_mid,img_20_noise_mid,full,1.0000000000000404,0.21660707761870146,,,,1.0000000000000038,13344.90495974687,1.0
img_20_noise_mid,img_20_noise_mid,fast,1.0,1518.2467940133938,,,,1.0000000000000002,41.351597865988,0.9999999999999999
img_20_noise_mid,img_20_noise_high,full,0.13061195822909635,0.03510411352632052,,,,0.012397723687945558,93.63157559861854,0.15006313575293787
img_20_noise_mid,img_20_noise_high,fast,0.9501310275662737,1417.0198073412892,,,,0.8651119822524351,32.96294747800016,0.9539049686932352
img_20_noise_high,img_20_noise_high,full,1.0000000000000129,0.3334859152286807,,,,1.0000000000000038,13344.90495974687,1.0
img_20_noise_high,img_20_noise_high,fast,1.0,1465.016337196639,,,,1.0000000000000002,41.33160011038846,0.9999999999999998
img_21_bw,img_21_bw,full,0.99987801924551,0.10199044556783732,,,,0.9999999998763721,13345.384175843146,1.0
img_21_bw,img_21_bw,fast,1.0,1138.9282751121193,,,,1.0000000000000002,41.31749441890989,1.0
img_21_bw,img_21_noise_low,full,0.8093108560977138,0.08914226976499122,,,,0.477888762546869,4216.983646963061,0.8495489935731321
img_21_bw,img_21_noise_low,fast,0.774604084253797,997.2695252927601,,,,0.745563429797819,25.356345534123527,0.7546084925534592
img_21_bw,img_21_noise_mid,full,0.42625493413594795,0.06313399191259775,,,,0.11833977682275068,927.1817138289358,0.471727758164322
img_21_bw,img_21_noise_mid,fast,0.7613400027586797,987.3645462293345,,,,0.7841100408614933,26.823777980975276,0.7109644644967198
img_21_bw,img_21_noise_high,full,0.27486080983091926,0.05061638178422051,,,,0.049008547421108016,377.4712108589681,0.30694634276631977
img_21_bw,img_21_noise_high,fast,0.7423782542906978,971.5954166256738,,,,0.7883286529420037,26.315757866932962,0.6823281184562863
img_21_noise_low,img_21_noise_low,full,1.0000000000000029,0.11893897076244822,,,,1.0000000000000038,13344.90495974687,1.0
img_21_noise_low,img_21_noise_low,fast,1.0,1455.3557161496697,,,,1.0000000000000002,41.329669122155565,1.0
img_21_noise_low,img_21_noise_mid,full,0.3596435468444908,0.057520407907712366,,,,0.084837392923595,659.2578855969696,0.40036623309038405
img_21_noise_low,img_21_noise_mid,fast,0.993332632781898,1456.229997459858,,,,0.9913533102170098,37.8629271137732,0.9915016377891624
