img_a,img_b,method,dcor,dcov,mic_e,tic_e,pearson,img
img_10_bw,img_10_bw,full,1.0007331999209268,0.1117223174297258,0.9999999972448516,13349.907979179598,0.9999999999999998,10
img_10_bw,img_10_bw,hist,1.0,1139.261941902661,1.0000000000000002,41.31445313291466,1.0,10
img_10_bw,img_10_noise_low,full,0.8287617866617956,0.09730582607221,0.5434359240426306,4411.861994636418,0.8530589435612527,10
img_10_bw,img_10_noise_low,hist,0.7033489082884768,876.7099881992059,0.56078768296902,20.644046986143906,0.6690091797069726,10
img_10_bw,img_10_noise_mid,full,0.4386478351569733,0.0682146164363528,0.1350577965971109,981.781039680335,0.478602561404135,10
img_10_bw,img_10_noise_mid,hist,0.5003777558057246,645.034196522289,0.3923610250189215,13.612193945344444,0.5118128612027952,10
img_10_bw,img_10_noise_high,full,0.2783454946536376,0.0536365861322306,0.0550527116389837,388.48763971792505,0.3083850220039721,10
img_10_bw,img_10_noise_high,hist,0.4540521643296626,599.2852767046978,0.3795861975356268,12.47025290015181,0.4700664572718996,10
img_10_noise_low,img_10_noise_low,full,1.000000000000079,0.1234800009788844,1.0000000000000038,13344.90495974687,1.0,10
img_10_noise_low,img_10_noise_low,hist,1.0,1363.7874318400611,1.0000000000000002,41.32478586030889,1.0,10
img_10_noise_low,img_10_noise_mid,full,0.3760586649265646,0.0615041682019009,0.1019578483415943,728.8476025917796,0.408732976590947,10
img_10_noise_low,img_10_noise_mid,hist,0.8435229799112175,1189.7157472248427,0.6929069925451949,25.70550213762688,0.8714167323959712,10
img_10_noise_low,img_10_noise_high,full,0.241284167777414,0.0488982431969589,0.043080127091201,299.4528430817523,0.2650005728903051,10
img_10_noise_low,img_10_noise_high,hist,0.7866175624053258,1135.9338553275534,0.6665096886933378,23.51022560396887,0.8163972253877059,10
img_10_noise_mid,img_10_noise_mid,full,0.9999999999999988,0.2166213582956281,1.0000000000000038,13344.90495974687,0.9999999999999996,10
img_10_noise_mid,img_10_noise_mid,hist,1.0,1458.6325446865503,1.0000000000000002,41.33501344017738,1.0,10
img_10_noise_mid,img_10_noise_high,full,0.132430704250969,0.0355472037936424,0.01289494813084,94.09106088809736,0.1475286856449589,10
img_10_noise_mid,img_10_noise_high,hist,0.9908400536478892,1479.7643724957825,0.9288283025950798,36.41414977205794,0.9916732119735704,10
